SMILES,ODOR
CCCCC1CCC(=O)O1,"coconut,cream,herb,peach"
O=C1CCCCCCCCCCCCCCO1,"berry,musk"
C=CCCCCCCCCC=O,"aldehydic,citrus,fat,rose,sweet,wax"
C(SCc1occc1)c2occc2,"alliaceous,cheese,coffee,earth,garlic,meat,mushroom,nut,onion,powerful,sulfur,vegetable"
Cc1ccc(C)c(O)c1,"bacon,medicine,naphthyl,phenol,smoke,sweet"
Cc1cccc(C)c1O,"coffee,medicine,phenol,root,sweet"
CC(CCO)CCC=C(C)C,"floral,fruit,geranium,lemon,must,oil,rose,sweet,wax"
CC(CCCC(C)=C)CCOC(C)=O,"berry,floral,honey"
CC1=C(C=O)C(C)(C)CC=C1,"herb,sweet"
Oc1ccccc1C=O,"almond,cinnamic,cool,medicine,phenol,pungent,spice,wintergreen"
Cc1c[nH]c2ccccc12,"animal,fecal,jasmine,mothball"
OC(=O)CCC(O)=O,"odorless,sour"
COc1cc(C=O)cc(OC)c1O,"chocolate,grape,green,smoke,wood"
CC(C)C1=CC=C(C)CC1,"berry,camphor,lemon,medicine,pepper,sweet,vegetable,wood"
CC(C)C1=CCC(=CC1)C,"citrus,gasoline,herb,terpene"
CC1=CC[C@H](CC1)C(C)(C)O,"floral,lilac"
CC(C)=C1CCC(=CC1)C,"herb,pine,plastic"
CC(=O)OC(C)(C)C1CCC(=CC1)C,"citrus,herb,spice,wax"
CCCC(=O)OC(C)(C)C1CCC(=CC1)C,"apple,balsam,fruit,rosemary,sour"
CC1=CCC(CC1)C(C)(C)OC=O,"citrus,floral,fruit,lavandin,sweet"
CCC(=O)OC(C)(C)C1CCC(=CC1)C,"coconut,fresh,herb,rose,wax"
CCCCCCCCCC1CCCC(=O)O1,"cream,dairy,fat,milk,oil,sweet,wax"
C[C@@H]1CCc2c(C)coc2C1,"coffee,earth,mint,must,nut,pungent"
CC(=O)OCC1CCCO1,"brown,caramel,ether,fruit,honey,maple,rum,sweet"
OCC1CCCO1,vegetable
CCCC(=O)OCC1CCCO1,"cheese,fruit,pineapple"
CC1CCOC(C1)C=C(C)C,"earth,geranium,green,honey,raspberry"
C1CCc2nccnc2C1,"bean,cereal,cheese,chip,corn,must,nut,roasted"
Cc1nc(C)c(C)nc1C,"burnt,chocolate,cocoa,coffee,fat,lard,must,nut,soy,sweet"
CC1CCC2(O1)C(=CCCC2(C)C)C,"berry,green,herb,mint,vanilla,wood"
s1ccnc1,"fish,foul,meat,nut,pyridine"
S(Sc1sccc1)c2sccc2,"earth,mushroom,rubber"
Sc1sccc1,"burnt,caramel,coffee,roasted"
CC(C)c1ccc(C)cc1O,"camphor,coffee,earth,fruit,herb,medicine,mint,smoke,spice,sweet,thyme,wood"
Cc1ccc(C=O)cc1,"cherry,fruit,phenol"
CC(=O)Oc1ccc(C)cc1,"anise,floral"
Cc1ccc(OC(=O)Cc2ccccc2)cc1,"animal,floral,hyacinth,jonquil,lily"
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,"herb,sweet"
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,"caramel,cream,fat"
CCCCCCCCCCCC(C)=O,"coconut,dairy,earth,fat,herb,milk,nut,spice,wax"
CCCCCCCCCC\C=C\C=O,"aldehydic,citrus,citrus peel,peel,powerful,tangerine,wax"
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,"odorless,plum,sweet"
CN(C)C,"fish,fruit,meat,oil,rancid,sweat"
Cc1ccc(cc1)C(C)(C)O,"camphor,cherry,citrus,coumarin,floral,fruit,must,sweet,walnut"
CC1=C(CC=O)C(C)(C)CCC1,"beef,camphor,cool,fruit,meat,weedy,wood"
CC(CC=O)CC(C)(C)C,"aldehydic,earth"
CC(CCO)CC(C)(C)C,"green,herb,oil"
Cc1cnc(C)c(C)n1,"baked potato,chocolate,cocoa,earth,hazelnut,must,nut,peanut,potato,powdery,roast,roasted,roasted nut"
Cc1sc(C)c(C)n1,"chocolate,coffee,earth,hazelnut,nut"
CC1(C)SC(C)(C)SC(C)(C)S1,"berry,blackberry,burnt,citrus,earth,fruit,green,mint,sulfur"
CCCCCC/C=C/C=C/C=O,"baked,butter,caramel,citrus,oil,spice"
CCCCCCCCCCC=O,"aldehydic,fat,oil,orange,pungent,rose,sweet,wax"
CCCCCCCCCCC(O)=O,"cheese,coconut,cream,fat,oil,wax"
CCCCCCCCCC(C)=O,"citrus,floral,fresh,fruit,green,iris,orange,rose,rue"
CCCCC/C=C/C=C/C=C,"green,pineapple"
CCCCCCCC\C=C\C=O,"aldehydic,citrus,fat,fresh,fruit,green,herb,orange,peel,soap"
CCCCCCCCCCCO,"grape,green,lemon,lime,mandarin,sweet,wax"
OC(=O)CCCCCCCCC=C,"sweet,wood"
CCCCC=O,"almond,berry,bread,fermented,fruit,malt,must,nut,pungent,vanilla,wood"
CC1CCC(=O)O1,"anise,herb"
COc1cc(ccc1O)C(O)=O,"chocolate,cream,grape,nut"
COc1cc(C=O)ccc1O,"caramel,chocolate,malt,sweet,vanilla"
COc1cc(C=O)ccc1OC(C)=O,"balsam,cream,floral,heliotrope,powdery,sweet,vanilla"
CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C,"camphor,mint,spice,vanilla"
CC1CC(OC(C)=O)C=C(C)C2CC(CC12)=C(C)C,sweet
CCCCC1OC(=O)CC1C,"coconut,green,tonka"
CCCCCCC1CCCC(=O)O1,"butter,coconut,peach,wax"
CCCCCCC[C@H]1CCC(=O)O1,"apricot,cream,earth,fat,fruit,must,peach,sweet"
Cc1ccccc1S,"alliaceous,egg,garlic,meat,onion,rubber,sulfur"
CCc1ccccc1,"aromatic,gas,gasoline,sweet"
COC(=O)\C=C\c1ccccc1,"balsam,cherry,fruit,strawberry"
CCCc1ccccc1,aromatic
CCCCc1ccccc1,sweet
CCCCC(=O)CC,"fat,fruit,green,powerful,sweet"
Cc1ccc(C)cc1,"aromatic,solvent,sweet"
CC(C)=CC=O,"almond,brown,cherry,fruit,nut,pungent,sweet"
Cc1cccc(C)c1,"aromatic,plastic,pungent,sweet"
COC(=O)CC(=O)OC,"ether,fruit"
Cc1cc(C)cc(C)c1,"aromatic,ether,herb,thyme"
CC1CCCCC1,"benzene,gasoline"
Cc1ccccc1,"aromatic,benzene,paint,pungent,sweet"
O=C1CCCCC1,"acetone,mint,peppermint"
CCCCC(O)=O,"acid,cheese,fecal,putrid,rancid,sickening,sweat"
CC(C)CCC(C)=O,"fruit,sweet"
CC(=O)CCC(C)=O,sweet
CCCCCC,"alkane,gasoline"
CCCCCN,"ammonia,fish"
C1CCCCC1,"chloroform,ether,fruit,sweet"
CCCSCCC,"garlic,onion,sulfur"
CCCCCCCC,"alkane,gasoline,paraffin,solvent"
CCCCCCC=C,gasoline
C\1C\C=C/CC\C=C1,aromatic
CCCCCCCCC,"alkane,gasoline"
CCCCOCCOC(C)=O,"fruit,horseradish,mustard,pungent,sweet"
CCCCCCCCCCC,alkane
CC(=O)Oc1ccccc1,phenol
Oc1ccc(C=O)cc1,"almond,balsam,nut,sweet,wood"
CCCCCCCCCC,"alkane,gasoline"
OCCCCCCCCC=C,"dewy,fat,floral,rose,wax"
COc1ccccc1C=O,"anisic,balsam,floral,phenol,sweet"
CC\C=C\C(O)=O,cheese
CCCCCCC,"alkane,ethereal,gasoline,sweet"
CCCNCCC,ammonia
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC/C(C)=C/CO,"balsam,floral"
CC(=O)OC/C=C(C)/CCC=C(C)C,"floral,lavandin,rose,sweet"
CC(=O)C1CCCC1=O,"herb,tobacco,warm,wood"
CC(C)=CCC(CO)C(C)=C,"herb,oil,rose"
O=CC1CCCCC1,mint
CCOC(=O)CCCCCCC(=O)OCC,"berry,fruit,sweet"
Cc1oc(C)c(C)n1,nut
CCC(C)C\C(CC)=N\O,"green,leaf"
CCC(=O)C(C)CC=C(C)C,"bitter,citrus,fresh,fruit,grapefruit"
CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC(C)=O,"berry,fruit,mint,wood"
C1CCCCCC1,gasoline
C1CCCCCCC1,camphor
COC1(C)CCCCCCCCCCC1,"amber,tobacco,wood"
CC(=O)C(C)=O,"butter,caramel,cream,pungent,sweet"
CC1(C)CCCC2(C)C3CCC(C13)C2=C,"rose,sawdust,thyme,wood"
CCCC(O)C(=O)CCC,"butter,nut,pungent,sweet"
CC(C)=CCC\C(C)=C\C\C=C(/C)C=C,"citrus,herb,lavandin,sweet,wood"
CC(O)C(C)=O,"butter,caramel,cream,sweet"
Cc1cccc(C)c1C,aromatic
Cc1ccccc1C=O,"cherry,fruit"
CC(=C)C1CCC(=CC1)CO,"fat,green,linalool,pungent,terpineol"
CC(C)CC(C)(C)C,"gasoline,sweet"
O=C1CCCCO1,"hay,sweet,tobacco"
CCCCCCCCCCCCCCCC,alkane
CC(C)[C@@]12C[C@@H]1[C@@H](C)C(=O)C2,"camphor,cedarleaf,herb,mint,thujone"
CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,"balsam,pine,wood"
CCCC(O)CCC,alcohol
COc1cccc(C=O)c1,anisic
CCCCC(C)=O,"acetone,ether,ethereal,pungent"
CC(=O)COC(C)=O,"butter,dairy,fruit,nut"
CC(=C)[C@@H]1CCC(=CC1)C,"citrus,lemon,mint,orange"
CCC(C)C(O)=O,stench
CCCCCCCCCCC(C)=O,"citrus,floral,fruit,orange,orange peel,sweet"
Cc1cccc(C=O)c1,fruit
COC(=O)CCC(C)=O,caramel
CCCCCCC(O)CC,"earth,herb,spice,sweet"
CCCCCOC(=O)CC,"apricot,fruit,pineapple,sweet"
CC(C)CCCO,nut
CCCCC(C)O,"chemical,wine"
CCCCCCC#C,"ether,spice,sweet,warm"
CCCCCCCCCCCCCC,"alkane,wax"
CCCCCCCCCCCCCCC,"alkane,wax"
CCC(=O)OC(C)C,"banana,ether,fruit,pineapple,sweet"
OC=O,"acid,pungent"
CC(O)=O,"acid,pungent,sharp,sour,vinegar"
CC1CCC2(C)C(=CCCC2(C)C1OC=O)C,wood
CC1=CC(=CC(=O)O1)C,"balsam,caramel,green,licorice,sugar,sweet"
CCOC(=O)[C@H](C)O,"butter,coconut,ether,fruit"
CCCCCCCCC(C)=O,"fat,floral,orange,peach"
IC(I)I,pungent
CC(C)(C)O,"camphor,mint"
CC(=O)C(C)(C)C,"camphor,ether,mint"
CC(C)(O)C(C)(C)O,"bread,earth,honey,patchouli,sweet,warm,wood"
CC(C)=CCC\C(C)=C\CC\C(C)=C\CCC(C)=O,"cream,floral,fruit,sweet,wine"
CCC(C)O,"apricot,fruit,oil,sweet,vine,wine"
CCC(O)=O,"acid,pungent,rancid,soy,sweet,vinegar"
CC(=O)c1c(C)c(c(c(c1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,"floral,musk,powdery,sweet"
OCCCCC=C,green
CC(=O)C1CCCCC1,"camphor,sweet"
C#CCCCCC#C,"organic,stench"
CC1CC(=O)CC(C)(C)C1,"honey,sweet,tobacco"
c1ccc2ccccc2c1,"aromatic,dry,mothball,pungent,tar"
c1ccc2ncccc2c1,pungent
O=C1Oc2ccccc2C=C1,"green,hay,sweet,tonka,vanilla"
Cc1ccccc1C,"aromatic,geranium,solvent"
Cc1ccc(C)c(C)c1,"aromatic,plastic"
CCOC(=O)C(=O)OCC,"herb,mushroom,musk"
CC(C)(C)c1ccccc1,"camphor,carrot seed,earth"
CC(C)c1ccccc1,aromatic
CS,"cabbage,decomposing,garlic,gasoline,sulfur"
CCCCC,alkane
CCC(=O)CC,"acetone,ether,ethereal"
C/C=C/C=O,floral
CCC(=O)C(C)C,mint
CCO,sweet
s1cccc1,"alliaceous,garlic"
SCC=O,cabbage
CSC#N,"onion,sulfur"
CCC(=O)C(C)=O,"butter,cream"
C/C=C/C(C)O,"green,vinyl"
CCC(C)CO,malt
C\C=C(/C)C=O,"anisic,ethereal,fruit,green,nut,pungent"
CCC(C)CO,"fruit,onion,roasted,wine"
CCC(O)CC,"fruit,herb,nut,oil,sweet"
CC\C=C/C=C/C=C,"green,plastic"
Cc1sccc1,"alliaceous,green,onion,roasted,sulfur"
CC\C=C/CO,"ethereal,fruit,green,plastic,rubber"
CC1(C)OC(C)(CCC1O)C=C,floral
CCCC(C)(C)O,pungent
C1CCSC1,cabbage
CCC(O)C(C)=O,"herb,truffle"
C[C@@H](O)[C@H](C)O,"butter,cream,fruit,onion"
CC(=O)CCCCCC=C,"baked,fruit"
CC(C)=CCS,"amine,leek,onion,smoke,sulfur"
CCOCCCO,fruit
OCc1occc1,"bread,burnt"
CCC/C=C/C=O,"almond,apple,fat,fruit,green,leaf,plum,rancid,sweet,vegetable"
CC(C)C(C)=O,camphor
CCCCC(=O)C=C,metallic
Cc1ccccn1,sweat
C=CCN=C=S,"garlic,mustard,pungent,sulfur"
CCC(S)C(C)=O,"horseradish,meat,metallic,onion,potato,roasted,sulfur"
C=Cc1ccccc1,"balsam,gasoline"
COC(=O)CSC,"cooked,cooked potato,fruit,nut,potato,roasted,roasted nut,tropical"
C\C=C/C=C/C=O,green
CCC(C)CCCO,sweat
O=C1CCCC=C1,"green,pesticide,roasted,savory"
COCCC(C)(C)S,"black currant,cat,mint,sulfur,tropical"
C[S](C)(=O)=O,"burnt,sulfur"
CCCCCCS,"burnt,chemical,fat,garlic,meat,roasted,sulfur"
CCc1ccccn1,"grass,green"
CC1=CCC2CC1C2(C)C,"herb,pine,terpene"
CCCCN=C=S,"citrus,earth,fat,floral,fruit,green,herb,meat,nut,other,pungent,spice,sulfur,vegetable,wine,wood"
CCCC\C=C\C=O,"fat,green"
Sc1cscc1,"cooked,cooked meat,garlic,meat"
CCOC(=O)CCC(C)C,fruit
Cc1oc(C)c(S)c1,"lamb,meat,sulfur"
CC(C)(S)CCO,"meat,meat broth,roasted,spice,sweet,vegetable"
CCCCCC(=O)C=C,"dirt,earth,herb,metallic,mushroom,must"
CC/C=C/CO,"earth,mushroom"
CC1(C)C2CCC(C2)C1=C,"camphor,wood"
Oc1ccccc1,"phenol,plastic,rubber"
CC\C=C/CC(=O)C=C,"geranium,green,metallic"
CC(C)C12CCC(=C)C1C2,"citrus,pepper,pine,spice,terpene,wood"
CCc1cnc(C)cn1,"fruit,sweet"
O=Cc1sccc1,sulfur
CC1SCCS1,"alliaceous,savory,smoke,sulfur,vegetable"
CC/C=C/C=C/C=O,fried
CC1(C)C2CCC(=C)C1C2,"herb,pine,resin,terpene"
CC1(C)C2CCC(=C)CC12,orange peel
CC(C)[C@@H]1CC=C(C)C=C1,dill
COC1=CCCCC1,"herb,spice"
CSCCCCC#N,"broccoli,cabbage"
CC(C)[C@@H]1CC[C@@H](C)[C@@]23CCC(=C)[C@@H]2[C@@H]13,"citrus,fruit"
CC(C)(S)CCOC=O,"cat,fruit,herb,roast,roasted,sweat"
CCC(=O)c1[nH]ccc1,"popcorn,roast"
COCc1ccccc1,"fruit,metallic"
CC(=C)C1CCC(=CC1)C,"citrus,lemon,orange"
CCCCCC(=O)OC(C)C,"berry,fresh,fruit,logenberry,pineapple"
CCCC/C=C/C(C)=O,"crushed bug,earth,nut"
CC(C)=CC/C=C(/C)C=C,"citrus,floral,herb"
CC(=O)CC(C)(C)S,"black currant,box tree,cat-urine,meat,sulfur"
Cc1sccc1S,medicine
CC(C)c1cnc(C)cn1,"coffee,earth,green,nut,roasted,sweat"
CCCCC\C=C/C=O,"fat,fruit,green,green leaf,leaf,walnut"
CC(C)[C@@H]1CCC(=C)C=C1,"mint,terpene"
CC(C)/C=C/C=C(/C)C=C,herb
CC(C)CCCC(C)(O)C=C,"camphor,citrus,wood"
CC(CCCC(C)(C)O)C=C,"citrus,cologne,tart lime"
CC(=C)CC\C=C(/C)C=C,"fruit,wet,wet cloth"
CC(C)=CC\C=C(/C)C=C,"herb,sweet"
CCCCC\C=C\C=O,"fat,green,herb"
CC(C)=CC(=O)C(C)(C)C=C,"berry,green,herb,honey,mint"
Cc1cccc(C=C)c1C,gasoline
CC(C)C12CCC(C)(O)C1C2,balsam
CC1CC(=O)C(=C1C)O,caramel
CCCCCCC(=O)C=C,"mushroom,pungent"
CCc1sc(C)nc1C,"earth,meat,nut,roasted"
CCc1nc(C)cnc1C,"cocoa,nut,potato,roast,roasted"
SCc1sccc1,"coffee,fish,roast,sulfur"
CCc1ncc(C)nc1C,"almond,burnt,coffee,nut,potato,roast,roasted"
CCc1cnc(C)c(C)n1,"burnt,popcorn"
CC(C)=CC(O)C(C)(C)C=C,herb
Cc1cc(C)c(C)cc1C,"rancid,sweet"
CC(C)(O)C1CCC(C)(O1)C=C,"earth,floral,sweet,wood"
CCCCCc1sccc1,"cranberry,fat,fruit,meat,sweet"
CC(=O)c1sccc1,sulfur
CC/C=C/C=C/C(C)=O,"fat,fruit,mushroom"
CCCCC\C=C/CC=O,"cucumber,green"
COc1nccnc1C(C)C,"bean,earth,green,pea"
CSSC(C)(C)C=O,"aromatic,chocolate,cocoa,dark,fat,smoke"
CC(/CC(C)(O)C=C)=C\C=C,"hyacinth,tropical"
CCC\C=C\C=C\C=O,"cucumber,fat,green,melon,pear,reminiscent,seaweed"
CC(=O)C1=NCCS1,"chip,corn,popcorn,roast"
CC(C)(O)C1CCC(C)(O1)C=C,floral
CC(C)C12CCC(C)(O)C1C2,"balsam,wood"
CC(=C)C1=CC=C(C)CC1,"camphor,herb,terpene,wood"
CC(C)=CCc1occc1C,"caramel,green,mint"
CC(=C)c1ccc(C)cc1,"citrus,clove,guaiacol,phenol,pine,spice,styrene"
CC(=C)[C@@H]1CC[C@@](C)(O)C=C1,"fresh,mint"
CC(C)=CCCc1cocc1,wood
CC(C)C1CCC(C)CC1=O,"fresh,green,mint"
CC(C)=CC1CC(=CCO1)C,"floral,green,oil"
CC(=C)[C@@H]1CCC2(C)OC2C1,fruit
CCOC(=O)C1CCCCC1,"cheese,fruit,wine"
CC(C)C1=CCC(C)(O)CC1,"dry,must,wood"
CCCCCC\C=C/C=O,"cucumber,fat,orris,wax"
CC1(C)C2CCC1(C)C(=O)C2,camphor
CC1(C)[C@@H]2CC[C@@](C)(C2)[C@@H]1O,"balsam,camphor"
CCC1OC=C(CO)C1=O,caramel
CCCCCOC(=O)C(C)CC,"apple,fruit"
CC(C)C1CCC(C)CC1=O,mint
CC(=C)C1CCC(C)(O)CC1,"earth,must,pungent,wood"
CC(=O)Sc1ccoc1C,"egg,meat,roasted,roasted meat,sulfur"
CCCCCCC(C)OC(C)=O,fruit
CCCCCC\C=C/C=O,"cucumber,fat,green,melon,paper,wax"
CC(=O)C1CCC(=CC1)C,spice
CCc1cnc(C)c(CC)n1,"baked,meat,nut,vegetable"
C=CCCCN=C=S,"horseradish,mustard"
CC/C=C/CC\C=C\CO,"cucumber,green,vegetable"
CC1(C)C2CCC(C2)C1(C)O,"camphor,menthol,mint,must"
SCCc1ccccc1,rubber
CC(=O)SCc1occc1,"burnt,coffee,nut,roast,roasted,sulfur"
CC1(C)C2CCC1(C)C(C)(O)C2,"earth,must"
CC(C)=CC[C@@H](CO)C(C)=C,herb
C[C@@H]1CO[C@H]2C=C(C)CC[C@@H]12,"dill,herb"
[O-][N+](=O)CCc1ccccc1,"floral,spice"
CC1CCC(CC1O)C(C)=C,"mint,spice"
CC1(C)C2CCC1(C)C(O)C2,"balsam,camphor,pine,wood"
CC(C)C1CCC(C)CC1O,"menthol,mint"
CCCCC=CC=CC=O,"cucumber,fat,green,watermelon"
CCCCC/C=C/C(=O)OCC,"fruit,green,must,oil,pungent,tropical,wax"
,
CSSSSC,"cabbage,garlic,meat,sulfur"
CC(C)=CCCC(C)(O)C1CO1,"floral,wood"
CC(C)C1CCC(=CC1O)C,herb
CC(=C)[C@@H]1CC=C(C)[C@H](O)C1,caraway
CC1(C)C2CC=C(C=O)C1C2,spice
CC(C)[C@H]1CCC(=C[C@@H]1O)C,herb
s1cnc2ccccc12,"coffee,cooked,gasoline,meat,nut,rubber,sulfur,vegetable"
N#Cc1ccccc1,rancid
CCCC(S)CCOC(C)=O,"box tree,floral,fruit,passion,pear,tropical"
CC(C)[C@@H]1CCC(=CC1=O)C,"fresh,herb,mint"
CC1(C)C2CCC1(C)[C@H](C2)OC=O,"balsam,camphor,earth,green"
CC(C)=CCC\C(C)=C/C=O,"citrus,lemon"
Oc1ccc(CC=C)cc1,"medicine,phenol"
CCCCCCC\C=C/C=O,"fat,tallow"
CCCCCCC\C=C/C=O,"aldehydic,fat,floral,green,orange,rose"
CC(=C)C1CCC(=CC1)C=O,"herb,spice"
CC(=O)c1ccccc1N,"foxy,grape,sweet"
C[C@@H]1CC[C@H]([C@@H](C1)OC(C)=O)C(C)=C,"leaf,mint"
CC(C)=CCC\C(C)=C\C=O,"citrus,lemon,mint"
C=CCc1ccc2OCOc2c1,"spice,sweet,warm"
CCCC1CCCC(=O)O1,"coconut,peach"
Cc1cnc2ccccc2n1,"coffee,fruit,nut,roast,toasted"
CCCCC\C=C/C=C/C=O,"fat,fried,geranium,green,wax"
CC1CCC(CC1)C(C)(C)OC(C)=O,"citrus,cologne,herb,lime,pine,wood"
CC(C)=CCC\C(C)=C/CCC(=C)C=C,"citrus,green"
COC(=O)/C=C(C)/CCC=C(C)C,"floral,fruit,green,wax"
CC1=CC[C@@H](CC1)C(C)(C)O,"anise,floral,mint,oil"
COc1ccc(C=C)cc1,sweet
CCCCCCCOC(=O)C(C)CC,apple
CC1OC(=C(OC(C)=O)C1=O)C,caramel
CC(C)C1=CC(C(C)=C)C(C)(CC1)C=C,wood
,
CCCCOC(=O)c1ccccc1,"amber,balsam,fruit"
CC(C)[C@@H]1CC[C@@H](C)[C@@]23CC=C(C)[C@@H]2[C@@H]13,"herb,wax"
CCCCCCCC\C=C\C=O,"fresh,fruit,orange,peel,sweet"
CC(C)C1CC[C@]2(C)C3CC=C(C)C2C13,"spice,wood"
C/C=C/C(=O)C1=C(C)C=CCC1(C)C,"apple,apple. rose,fruit,honey,rose,sweet,tobacco"
Cc1occc1SSc2ccoc2C,"meat,onion,roasted,roasted meat,scallion,sulfur"
CC(C)C/1CCC(=C/CCC(=C)\C=C1)/C,"spice,wood"
CC1=CCC2C(C1)CC(C)(C)CC=C2C,"green,wood"
CCCCC(=O)OC(C)(CCC=C(C)C)C=C,"apricot,citrus,fruit,lavandin"
CSCCCCCN=C=S,"cabbage,radish"
CCCC(S)CCO,"fruit,sulfur,tropical"
CCCC(=O)OCCC(C)CCC=C(C)C,"floral,fruit,rose,sweet"
CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C,balsam
COc1cc(CC=C)cc2OCOc12,"balsam,spice,warm,wood"
CCCC[C@H]1OC(=O)C[C@H]1C,spice
CC(C)[C@H]1CCC(=C)[C@H]2CCC(=C[C@H]12)C,"herb,wood"
CC(=C)[C@@H]1C[C@@H](CC[C@@]1(C)C=C)C(C)(C)O,"green,sweet,wood"
CC(C)C1CCC(=C2CCC(=CC12)C)C,"dry,herb,medicine,thyme,wood"
CC(CCC=C(C)C)c1ccc(C)cc1,herb
CC(CCC=C(C)C)C1CCC(=C)C=C1,"fruit,herb,wood"
CC(C)=C1CCC(=C/CCC(=C/C1)/C)/C,"earth,spice,wood"
CC(C)=CCC\C(C)=C/CCC(C)(O)C=C,"floral,wax"
CC(C)C1CCC(C)c2ccc(C)cc12,"herb,spice"
CC(C)OC(=O)c1ccccc1,"balsam,floral,fruit,sweet"
CC(C)CCCCCCCCCCC=O,"broth,cooked,cooked meat,fat,fruit,meat,meat broth,sweat,tallow"
CC(C)=CCC\C(C)=C\CCC(C)(O)C=C,"citrus,floral,green,wax,wood"
C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)O,"balsam,wood"
CCCCCCCCCCCCCO,must
COc1cc(\C=C\C)cc(OC)c1OC,"floral,spice"
COc1c(CC=C)cc2OCOc2c1OC,"spice,wood"
CC1CCC2C(C)(C)C3CC12CC(O)C3=C,"fruit,wood"
CC(=O)/C=C/C12OC1(C)CCCC2(C)C,"berry,fruit,orris,powdery,sweet,violet,wood"
CCCCCCCCCCCCCC=O,"floral,wax"
CC1(C)CC2C1CCC3(C)OC3CCC2=C,"herb,spice,sweet,wood"
C[C@]1(O)CC[C@@H]2[C@@H]1[C@H]3[C@@H](CCC2=C)C3(C)C,"earth,fruit,herb"
CC(C)=CCC[C@](C)(O)[C@H]1CCC(=CC1)C,"coconut,fruit,herb,nut"
CC\C=C/C[C@@H]1[C@H](CCC1=O)CC(=O)OC,"floral,jasmine"
CCCCC(=O)OC/C=C(C)/CCC=C(C)C,"floral,fruit,pineapple,rose"
CC1CCC2=C(C)CCC(CC12)C(C)(C)O,spice
CC(C)(O)[C@@H]1CC[C@@]2(C)CCCC(=C)[C@@H]2C1,"green,wood"
CCCCC\C=C/CC1CCC(=O)O1,"cream,dairy,fat,fruit,peach,sweet,wax"
CC(C)=CCC[C@](C)(O)[C@@H]1CCC(=CC1)C,"floral,pepper,spice"
CC(=O)/C=C/C1=C(C)C(=O)CCC1(C)C,wood
CC(CCC=C(C)C)C1(O)CCC(=CC1)C,"citrus,floral,fresh,herb,lemon,sweet,tangy"
CC(C)[C@@H]1CC[C@](C)(O)[C@H]2CCC(=C[C@@H]12)C,"herb,spice,weak spice"
COc1ccc2C=CC(=O)Oc2c1,"balsam,sweet,tonka"
CC1(C)COC(=O)C1O,cotton candy
Cc1ccc2cc(C)ccc2c1,grass
CC(/CC\C=C(/C)C=O)=C\CCC(=C)C=C,"citrus,fresh,juice,orange,sweet,wax"
,
CCCCCCCCCCCCCCCCC,alkane
CC(C)=CCC\C(C)=C\CC\C(C)=C\CO,"floral,lily,muguet,sweet,wax"
C[C@@H]1CC[C@H]2[C@@H]1C3[C@@H](CC[C@]2(C)O)C3(C)C,"fruit,green,herb,mint,sweet,tropical"
CCC1=C(O)C(=O)C(C)O1,"bread,brown,burnt,caramel,cotton candy,maple,sugar,sweet"
CC(C)CCCC(C)CCCC(C)CCCC(C)=O,"fat,floral"
CC1CC(=O)C=C2CCC(CC12C)C(C)=C,"citrus,grapefruit"
CCCCCCCCCCCCCCC(C)=O,fruit
CCCCCCCCCCCCCCCC=O,cardboard
CC1=C2C[C@@H](CC[C@@]2(C)CCC1)C(C)(C)O,"sweet,wax"
CCCCCCCCCCCCC(O)CCC,"floral,wax"
CCOC(=O)C1CCC(=O)O1,"roast,smoke"
CCCCCCCCCCCCCCCCCCC,"alkane,bland"
CC(=O)OC/C=C(C)/CC/C=C(C)/CCC=C(C)C,"oil,wax"
CCCCCCCCCCCCCCCC(=O)OC(C)C,"bland,fat"
CC(C)=CCC\C(C)=C\CC\C(C)=C\CCC(C)=O,"ether,floral"
CCCCCCCCCCCCCCCCCCCC,"alkane,wax"
COc1cc(\C=C\C)ccc1O,"floral,spice"
CCCCCCCCCCCCCCCCCC=O,oil
Oc1ccc(C=C)cc1,"almond shell,chemical,medicine,phenol,sweet"
CCCCCCCCCCCCCCO,"coconut,fruit,orris,wax"
CCCCCCCCCCCCCCCCCCCCC,"alkane,wax"
CCCCCCCCCCCCCCCCCCCCCC,"alkane,wax"
CCCCCCCCCCCCCCCCCCO,"bland,oil"
COC(=O)c1ccc(O)c(OC)c1,"butterscotch,caramel,spice,vanilla,warm"
CCOC(=O)c1ccc(O)c(OC)c1,"floral,fruit,phenol,sweet,vanilla"
CCCCCCCCCCCCCCCCCCCCCCC,"alkane,wax"
OCC(O)C(O)C(O)C(O)CO,"caramel,odorless,sweet"
OCC(O)C1OC(=C(O)C1=O)O,green
NC(CS)C(O)=O,sulfur
COc1cc(ccc1O)[C@H](O)C([O-])=O,"sweet,vanilla"
NCCCC(O)=O,"meat,savory"
CC(N)C(O)=O,odorless
OCC(O)CO,odorless
